input,output
Please go.,"Por favor, ve."
Please go.,"Por favor, vete."
Please go.,"Por favor, márchate."
Please go.,"Por favor, váyase."
Put it on.,Póntelo.
Put it on.,Póngaselo.
Put it on.,Ponéoslo.
Put it on.,Pónganselo.
Read this.,Lee esto.
Read this.,Lea esto.
Read this.,Lean esto.
Read this.,Leed esto.
Rest here.,Descansa aquí.
Say hello.,Decí hola.
Search me.,A mí que me registren.
See above.,Véase arriba.
See above.,Véase más arriba.
Seize him!,¡A por él!
Seize him!,¡Cogedlo!
Seize him!,¡Arrestadlo!
Seize him!,¡Prendedlo!
Seize him!,¡Capturadlo!
Seriously?,¿En serio?
She tried.,Ella lo intentó.
She tried.,Ella lo probó.
She walks.,Ella anda.
She walks.,Ella camina.
She walks.,Anda.
She's hot.,Ella es candente.
She's hot.,Está como un tren.
She's hot.,Está de toma pan y moja.
She's hot.,Está buena.
She's hot.,Está que cruje.
Sign here.,Firme aquí.
Sign this.,Firma esto.
Sign this.,Firme esto.
Sign this.,Firmen esto.
Sign this.,Firmá esto.
Sign this.,Firmad esto.
Sit still.,Siéntate y no te muevas.
Sit still.,Siéntate y quédate quieto.
Sit there.,Sentate ahí.
Sit tight.,Tú mantente.
Slow down.,Quieto.
Slow down.,Más despacio.
Stay away.,Fuera.
Stay away.,Aléjate.
Stay calm.,Mantén la calma.
Stay calm.,Quedate tranquilo.
Stay calm.,Mantené la calma.
Stay here.,Quedate acá.
Stay home.,Quédate en casa.
Stay thin.,Mantente delgado.
Step back.,Da un paso atrás.
Stop here.,Para aquí.
Stop here.,Párate aquí.
Stop here.,Detente aquí.
Stop here.,Deténgase aquí.
Stop here.,Deténganse aquí.
Stop here.,Paraos aquí.
Stop here.,Parad aquí.
Stop that.,Para eso.
Stop them.,Detenlos.
Stop them.,Párales.
Take care!,¡Cuidate!
Take care!,¡Te cuidas!
Take care.,Cuídate.
Take care.,Cuidaos.
Take mine.,Coge el mío.
Take mine.,Toma el mío.
Take over.,Asume el mando.
Take over.,Toma el control.
Take over.,Encárgate tú.
Take this.,Toma esto.
Take this.,Tome esto.
Take this.,Tomen esto.
Take this.,Tomá esto.
Thank you.,¡Gracias!
Thank you.,Te lo agradezco.
Thank you.,Gracias a ti.
Thank you.,Gracias.
Thank you.,Se lo agradezco.
That hurt.,Esa dolió.
That's it.,Eso es.
That's me.,Soy yo.
That's me.,Ese soy yo.
Then what?,¿Entonces qué?
They fell.,Cayeron.
They left.,Se fueron.
They left.,Se marcharon.
They left.,Se iban.
They lost.,Perdieron.
They swam.,Ellos nadaban.
They swam.,Ellas nadaban.
They swam.,Nadaron.
They swam.,Ellos nadaron.
Time's up.,Se acabó el tiempo.
Tom bowed.,Tom se inclinó.
Tom cared.,Tom se preocupó.
Tom cared.,Tom se preocupaba.
Tom cared.,A Tom le importaba.
Tom cares.,Tom se preocupa.
Tom cares.,A Tom le importa.
Tom cried.,Tom lloró.
Tom dozed.,Tom dormitó.
Tom drank.,Tom bebió.
Tom drove.,Tomás condujo.
Tom is OK.,Tom está bien.
Tom is in.,Tom está dentro.
Tom is up.,Tom está levantado.
Tom knits.,Tom teje.
Tom knows.,Tom sabe.
Tom moved.,Tom se mudó.
Tom moved.,Tom se movió.
Tom rocks.,Tom se mece.
Tom stood.,Tom se quedó.
Tom swims.,Tom nada.
Tom swore.,Tom juró.
Tom tried.,Tomás lo intentó.
Tom tries.,Tomás lo intenta.
Tom voted.,Tomás votó.
Tom walks.,Tom camina.
Tom waved.,Tom saludó.
Tom works.,Tomás trabaja.
Tom'll go.,Tom irá.
Tom's fat.,Tom está gordo.
Tom's mad.,Tom está loco.
Tom's sad.,Tom está triste.
Tom's shy.,Tom es tímido.
Trust Tom.,Confía en Tom.
Try again.,Inténtalo de nuevo.
Try again.,Intentadlo otra vez.
Try again.,Intenta otra vez.
Try it on.,Pruébatelo.
Unlock it.,Abre el candado.
Wait here.,Espera aquí.
Wait here.,Aguarda aquí.
Wait here.,Esperen aquí.
Wait here.,Esperad aquí.
Watch Tom.,Vigila a Tom.
Watch out!,¡Abusado!
We agreed.,Nos pusimos de acuerdo.
We can go.,Podemos ir.
We can go.,Podemos irnos.
We can go.,Nos podemos marchar.
We did it.,Lo logramos.
We failed.,Fallamos.
We failed.,Hemos fallado.
We forgot.,Nos olvidamos.
We saw it.,Le vimos.
We saw it.,La vimos.
We saw it.,Lo vimos.
We saw it.,Lo veíamos.
We talked.,Conversamos.
We waited.,Nosotros esperamos.
We yawned.,Bostezamos.
We'll see.,Veremos.
We'll see.,Después veremos.
We'll see.,Ya veremos.
We'll try.,Lo intentaremos.
We'll win.,Ganaremos nosotros.
We'll win.,Ganaremos nosotras.
We're sad.,Estamos tristes.
We've won!,¡Hemos ganado!
Well done.,Bien hecho.
What's up?,¿Qué hay?
Who cares?,¿A quién le importa?
Who drove?,¿Quién condujo?
Who drove?,¿Quién conducía?
Who is he?,¿Quién es él?
Who is it?,¿Quién es?
Who knows?,Aabe...
Who stood?,¿Quién se quedó?
Who'll go?,¿Quién irá?
Who's Tom?,¿Quién es Tom?
Work more.,Trabaja más.
Write Tom.,Escribe a Tom.
You drive.,Tú maneja.
You idiot!,¡Pedazo de idiota!
You smell.,Apestas.
You start.,Tú empieza.
You stink.,Apestas.
You tried.,Lo intentaste.
You're OK.,Tú estás perfectamente.
You're OK.,Estás perfectamente.
Aim higher.,Más alto.
Aim higher.,Apuntad más alto.
All aboard!,¡Todos a bordo!
All aboard!,¡Al abordaje!
Am I dying?,¿Me estoy muriendo?
Am I fired?,¿Estoy despedido?
Am I hired?,¿Estoy contratada?
Am I ready?,¿Estoy listo?
Am I right?,¿Tengo razón?
Am I wrong?,¿Me equivoco?
Am I wrong?,¿Estoy equivocada?
Answer Tom.,¡Respóndale a Tomás!
Answer Tom.,¡Respondele a Tomás!
Answer Tom.,¡Respóndanle a Tomás!
Are you 18?,¿Tienes dieciocho?
Are you 18?,¿Has cumplido dieciocho?
Are you OK?,¿Estás bien?
Are you in?,¿Te apuntas?
Are you in?,¿Estás dentro?
Are you up?,¿Estás levantado?
Ask anyone.,Pregúntale a cualquiera.
Ask anyone.,Preguntadle a cualquiera.
Ask anyone.,Pregúntele a cualquiera.
Ask anyone.,Pregúntenle a cualquiera.
Ask around.,Pregunta por aquí.
Ask around.,Pregunta en los alrededores.
Be careful!,¡Ten cuidado!
Be careful.,¡Ten cuidado!
Be careful.,¡Sé cuidadoso!
Be content.,Estate contento.
Be on time.,Llega a tiempo.
Be on time.,Llegue a tiempo.
Be patient.,Sea paciente.
Be prudent.,Sé prudente.
Be serious.,Sé serio.
Be sincere.,Sé sincero.
Birds sing.,Los pájaros cantan.
Birds sing.,Los pájaros están cantando.
Bottoms up!,¡Hasta el fondo!
Breathe in.,Inspira.
Breathe in.,Inspirad.
Bring food.,Traed comida.
Bring help.,Traed ayuda.
Bring wine.,Trae vino.
Can I come?,¿Puedo ir?
Can I come?,¿Puedo venir?
Can I come?,¿Puedo acercarme?
Can I help?,¿Puedo ayudar?
Can I stay?,¿Me puedo quedar?
Carry this.,Lleva esto.
Check that.,Comprobad eso.
Check this.,Comprueba esto.
Choose one.,Escoge uno.
Choose one.,Escoge una.
Come again.,Vuelve otra vez.
Come alone.,Ven solo.
Come along.,Vente.
Come along.,Vénganse.
Come early.,Vení temprano.
Come early.,Ven temprano.
Come early.,Vengan temprano.
Come early.,Venga temprano.
Come on in!,¡Pásale!
Come on in!,¡Pásele!
Come on in!,¡Pásenle!
Come on in.,Entre.
Come on in.,Pase.
Come quick!,¡Ven rápido!
Come quick!,¡Vení rápido!
Come quick!,Ven deprisa.
Come to me.,Ven a mí.
Come to me.,Venid a mí.
Come to us.,Ven a nosotros.
Come to us.,Venid a nosotros.
Correct it.,Corrígelo.
Correct it.,Corrígela.
Correct it.,Corregidlo.
Correct it.,Corregidla.
Correct it.,Corríjalo.
Correct it.,Corríjala.
Correct it.,Corríjanlo.
Correct it.,Corríjanla.
Cut it out!,¡Ya párale!
Did Tom go?,¿Fue Tom?
Did we win?,¿Ganamos?
Do come in.,Pasa adentro.
Do come in.,Entra de una vez.
Do come in.,Entra ya.
Do come in.,Métete dentro.
Do men cry?,¿Los hombres lloran?
Don't come.,No vengas.
Don't jump!,¡No saltéis!
Don't jump!,¡No salten!
Don't look.,No miréis.
Don't look.,No miren.
Don't move!,¡No os mováis!
Don't move.,No te muevas.
Don't move.,No se mueva.
Don't move.,No se muevan.
Don't push.,No empujes.
Don't sing.,No cantes.
Don't sing.,No canten.
Don't stop.,No pares.
Don't stop.,No te pares.
Don't stop.,No se paren.
Don't stop.,No os paréis.
Don't talk!,¡No hables!
Don't talk!,¡No hablen!
Don't talk.,No hables.
Don't wait.,¡No esperes!
Don't wait.,¡No esperen!
Don't wait.,No esperes.
Don't yell.,No grites.
Don't yell.,No chilles.
Don't yell.,No chilléis.
Don't yell.,No chille.
Don't yell.,No chillen.
Eat slowly.,Come despacio.
Eat slowly.,¡Comé despacio!
Enjoy life.,Disfruta la vida.
Face facts!,¡Enfréntate a los hechos!
Face facts!,¡Enfrentaos a los hechos!
Face facts!,¡Enfréntese a los hechos!
Face facts!,¡Enfréntense a los hechos!
Fire burns.,El fuego quema.
Follow Tom.,Seguilo a Tomás.
Follow Tom.,Síguelo a Tomás.
Follow Tom.,Sígalo a Tomás.
Follow Tom.,Síganlo a Tomás.
Follow him.,Síguele.
Follow him.,Síguelo.
Forget Tom.,Olvidate de Tomás.
Forget Tom.,Olvídate de Tomás.
Forget Tom.,Olvídese de Tomás.
Forget him.,Olvídenlo.
Forgive us.,Perdónanos.
Forgive us.,Perdónenos.
Get a life.,Consíguete una vida.
Get a life.,Búscate una vida.
Get inside.,Entra.
Get to bed.,Vete a la cama.
Give it up.,Déjalo.
Give it up.,Ríndanse.
Go on home.,Vete a casa.
Go on home.,Váyase a casa.
Go see Tom.,Ve a ver a Tom.
Go to work.,Andá a trabajar.
God exists.,Dios existe.
Have faith.,Ten fe.
Have faith.,Tened fe.
Have faith.,Tengan fe.
Have faith.,Confíen.
He ate out.,Él salió a comer.
He gave in.,Él se rindió.
He gave up.,Se rindió.
He gave up.,Se dio por vencido.
He gave up.,Lo dejó.
He gave up.,Cedió.
He gave up.,Tiró la toalla.
He hung up.,Descolgó.
He hung up.,Él cortó.
He is a DJ.,Él es DJ.
He is here!,¡Él está aquí!
He is kind.,Él es gentil.
He is kind.,Él es amable.
He is kind.,Él es generoso.
He is mean.,Él es mezquino.
He is tall.,Él es alto.
He laughed.,Él se reía.
He made it.,Él lo hizo.
He made it.,Lo hizo él.
He made it.,Lo logró.
He made it.,Lo hizo.
He's broke.,Está sin blanca.
He's broke.,Está arruinado.
He's cruel.,Él es cruel.
He's happy.,Él es feliz.
He's lying.,Él miente.
He's lying.,Él está mintiendo.
He's smart.,Es inteligente.
He's smart.,Él es inteligente.
He's smart.,Él es inteligente
Head south.,Ve al sur.
Head south.,Id hacia el sur.
"Hello, Tom.","¡Hola, Tom!"
Here he is!,¡Helo aquí!
Here he is!,¡Aquí está él!
Here it is.,Aquí está.
Here we go.,Aquí vamos.
"Hey, relax.","Hey, cálmate."
Hold still.,Quieto.
Hold still.,Mantente quieto.
How boring!,¡Qué aburrimiento!
How is Tom?,¿Cómo está Tom?
How lovely!,¡Qué bonito!
How lovely!,¡Encantador!
How lovely!,¡Es una preciosidad!
How spooky!,¡Qué espeluznante!
How tragic!,¡Qué trágico!
How's work?,¿Qué tal el trabajo?
How's work?,¿Cómo van las cosas en el trabajo?
Hurry home.,"Rápido, a casa."
Hurry home.,"Corre, vete a casa."
I admit it.,Lo admito.
I am a boy.,Soy un niño.
I am a man.,Soy un hombre.
I am a man.,Soy una persona.
I am happy.,¡Soy feliz!
I am happy.,¡Estoy feliz!
I am happy.,Yo estoy contento.
I am human.,Yo soy humano.
I am ready.,Estoy listo.
I ate rice.,Comí arroz.
I broke it.,Yo lo rompí.
I can come.,Puedo venir.
I can cook.,Sé cocinar.
I can help.,Yo puedo ayudar.
I can jump.,Puedo saltar.
I can read.,Sé leer.
I can sing.,Puedo cantar.
I can stay.,Puedo quedarme.
I can swim.,Sé nadar.
I chew gum.,Mastico chicle.
I chuckled.,Solté una risita.
I disagree.,No estoy de acuerdo.
I doubt it.,Lo dudo.
I eat here.,Como aquí.
I eat here.,Yo como aquí.
I eat meat.,Yo como carne.
I envy Tom.,Envidio a Tom.
I envy him.,Lo envidio.
I feel bad.,Me siento mal.
I feel old.,Me siento viejo.
I feel sad.,Me siento triste.
I felt bad.,Me sentía mal.
I fixed it.,Lo arreglé.
I found it.,¡Lo encontré!
I found it.,Lo encontré.
I found it.,La he encontrado.
I got lost.,Me perdí.
I got sick.,Me puse enfermo.
I got sick.,Me puse malo.
I got that.,Ya lo tengo.
I got that.,Lo he cogido.
I guess so.,Imagino que sí.
I guess so.,Lo imagino.
I guess so.,Lo supongo.
I hate Tom.,Odio a Tom.
I hate you.,Te detesto.
I have one.,Tengo uno.
I have one.,Yo tengo uno.
I have won.,Gané.
I hear you.,Te oigo.
I help him.,Le ayudo.
I knew Tom.,Conocí a Tom.
I know Tom.,Conozco a Tom.
I know her.,La conozco.
I know him.,Lo conozco.
I know now.,Ahora sé.
I know now.,Ahora lo sé.
I know now.,Ahora ya lo sé.
I know you.,Te conozco.
I know you.,Os conozco.
I know you.,Les conozco.
I know you.,Yo a usted le conozco.
I know you.,Yo a ustedes les conozco.
I like Tom.,Me agrada Tom.
I like art.,Me gusta el arte.
I like him.,Me gusta él.
I like him.,Él me gusta.
I like him.,Me cae bien.
I like pie.,Me gustan las tartas.
I like pie.,Me gusta el pastel.
I like tea.,Me gusta el té.
I like you.,Me gustas.
I like you.,Me agradas.
I like you.,Me gustáis.
I liked it.,Me gustó.
I lingered.,Me quedé.
I lingered.,Permanecí.
I love Tom.,Lo amo a Tomás.
I love him.,Yo lo amo.
I love him.,Lo amo.
I love him.,Estoy enamorada de él.
I love you.,Te quiero.
I love you.,Te amo.
I love you.,¡Te amo!
I love you.,Os amo.
I loved it.,Me encantó.
I made tea.,Preparé té.
I miss Tom.,Echo de menos a Tom.
I miss him.,Le echo de menos.
I miss him.,Lo extraño.
I miss you.,Te echo de menos.
I must run.,Tengo que correr.
I need Tom.,Necesito a Tom.
I need air.,Necesito aire.
I need ice.,Necesito hielo.
I objected.,Objeté.
I promised.,Prometí.
I ran home.,Me fui corriendo a casa.
I ran home.,Me apresuré a ir a casa.
I remember.,Me acuerdo.
I remember.,Yo me acuerdo.
I remember.,Yo recuerdo.
I remember.,Lo recuerdo.
I resigned.,Renuncié.
I said yes.,Dije que sí.
I said yes.,Yo decía que sí.
I sat down.,Me senté.
I sat down.,Me sentaba.
I saw that.,Lo vi.
I saw that.,Vi eso.
I saw that.,Veía eso.
I saw them.,Las vi.
I screamed.,Grité.
I screamed.,Yo grité.
I see them.,Los veo.
I see them.,Las veo.
I shot Tom.,Disparé a Tom.
I snuck in.,Me colé.
I squinted.,Entorné los ojos.
I squinted.,Amusgué los ojos.
I survived.,Sobreviví.
I think so.,Creo que sí.
I think so.,Eso creo.
I threw up.,Vomité.
I told Tom.,Se lo dije a Tom.
I told Tom.,Se lo he dicho a Tom.
I try hard.,Lo he intentado con todas mis fuerzas.
I use this.,Uso esto.
I use this.,Utilizo esto.
I want Tom.,Quiero a Tom.
I want one!,¡Quiero uno!
I want one!,¡Quiero una!
I want one.,Quiero uno.
I want one.,Yo quiero uno.
I was away.,Estaba fuera.
I was fair.,Fui justo.
I was last.,Fui el último.
I was last.,Era el último.
I was late.,Llegué tarde.
I was sick.,Yo estaba enfermo.
I was sick.,Yo estaba enferma.
I whistled.,Silbé.
I won't go.,No voy a ir.
I work out.,Yo hago ejercicio.
I wrote it.,Yo lo escribí.
I'd accept.,Aceptaría.
I'd buy it.,Yo lo compraría.
I'll be OK.,Estaré bien.
I'll do it.,Lo haré yo.
I'll do it.,Lo haré.
I'll go in.,Entraré.
I'll go in.,Voy a entrar.
I'll shoot.,Dispararé.
I'm a hero.,Soy un héroe.
I'm a liar.,Soy un mentiroso.
I'm a twin.,Soy gemelo.
I'm better.,Yo soy mejor.
I'm bushed.,Estoy agotado.
I'm buying.,Estoy comprando.
I'm chubby.,Soy rechoncho.
I'm clumsy.,Soy torpe.
I'm coming.,Ahí voy.
I'm eating.,Estoy comiendo.
I'm famous.,Soy famoso.
I'm faster.,Yo soy más rápido.
I'm greedy.,Soy codicioso.
I'm guilty.,Soy culpable.
I'm hiding.,Yo estoy escondido.
I'm honest.,Soy honesto.
I'm hungry!,Ya tengo hambre.
I'm hungry!,Me pica el bagre.
I'm hungry.,Me pica el bagre.
I'm immune.,Soy inmune.
I'm moving.,Me estoy moviendo.
I'm moving.,Me mudaré.
I'm normal.,Soy normal.
I'm scared.,Estoy asustado.
I'm single.,Estoy soltero.
I'm single.,Estoy soltera.
I'm single.,Soy soltero.
I'm skinny.,Soy flaca.
I'm skinny.,Estoy flacucho.
I'm sleepy!,¡Tengo sueño!
I'm sleepy!,Tengo sueño.
I'm sleepy.,Tengo sueño.
I'm so fat.,Estoy tan gordo.
I'm so fat.,Estoy tan gorda.
I'm trying.,Lo estoy intentando.
I'm trying.,Me estoy esforzando.
I'm twelve.,Tengo doce años.
I'm twelve.,Tengo doce.
I'm typing.,Estoy tecleando.
I'm unwell.,No estoy bien.
I've eaten.,He comido.
Ignore Tom.,Ignora a Tom.
Ignore him.,No le hagas caso.
Is Tom big?,¿Es grande Tom?
Is Tom fat?,¿Está gordo Tom?
Is Tom fun?,¿Tom es divertido?
Is Tom hot?,¿Tiene calor Tom?
Is Tom ill?,¿Tom está enfermo?
Is Tom mad?,¿Está loco Tom?
Is Tom out?,¿Está fuera Tom?
Is he tall?,¿Es alto?
Is it blue?,¿Es azul?
Is it free?,¿Es gratis?
Is it good?,¿Está bueno?
Is it hard?,¿Es difícil?
Is it here?,¿Es acá?
Is it here?,¿Aquí?
Is it here?,¿Está aquí?
Is it ours?,¿Es nuestro?
Is it real?,¿Esto es real?
Is it safe?,¿Es inofensivo?
Is it safe?,¿Es seguro?
Is it true?,¿Es verdad?
Is it true?,¿Eso es verdad?
Is that OK?,¿Vale eso?
Is that OK?,¿Está bien eso?
Is that it?,¿Eso es todo?
Is that it?,¿Es ese?
Is that so?,¿Acaso es así?
Is that so?,¿Es así?
Is this OK?,¿Esto es bueno?
Is this it?,¿Eso es todo?
Is this it?,¿Es este?
It happens.,Eso pasa.
It matters.,Importa.
It'll burn.,Se quemará.
It's Tom's.,Es de Tom.
It's a fox.,Es una zorra.
It's alive.,Está vivo.
It's begun.,Ha empezado.
It's begun.,Empezó.
It's begun.,Comenzó.
It's close.,Está cerca.
It's empty.,Está vacío.
It's great.,Es estupendo.
It's great.,Es grandioso.
It's green.,Es verde.
It's green.,Está verde.
It's ivory.,Es marfil.
It's magic.,Es magia.
It's my CD.,Es mi CD.
It's night.,Es de noche.
It's night.,Ha anochecido.
It's on me.,Es de parte mía.
It's quiet.,Es silencioso.
It's ready.,Está listo.
It's right.,Vale.
It's right.,Está bien.
It's right.,Es correcto.
It's sweet.,Es dulce.
It's there.,Está ahí.
It's three.,Son las tres.
It's water.,Es agua.
It's white.,Es blanco.
It's windy.,Hace viento.
It's yours.,Es suyo.
It's yours.,Es tuyo.
Jesus wept.,Jesús lloró.
Just do it.,Tan sólo hazlo.
Keep it up!,¡Continúa!
Keep it up!,¡Continúe!
Keep notes.,Toma apuntes.
Keep notes.,Tomad apuntes.
Keep notes.,Tomen notas.
Keep quiet!,¡Quédate tranquilo!
Keep quiet!,¡Guarden silencio!
Keep still.,Mantente quieto.
Keep still.,Mantenete quieto.
Keep still.,Manténgase quieto.
Keep still.,Manténganse quietos.
Leave town.,Abandona la ciudad.
Leave town.,Deja la ciudad.
Leave town.,Sal de la ciudad.
Let Tom go.,Deja ir a Tom.
Let Tom in.,Dejar entrar a Tom.
Let him go!,¡Déjale irse!
Let him in.,Déjalo entrar.
Let him in.,Dejalo entrar.
Let him in.,Déjelo entrar.
Let him in.,Déjenlo entrar.
Let him in.,Dejadlo entrar.
Let me out!,¡Déjame salir!
Let me out!,¡Dejadme salir!
Let me out.,¡Dejadme salir!
Let me pay.,Deja que pague yo.
Let me pay.,Déjame pagar.
Let me see.,Déjame ver.
Let me see.,Déjeme ver.
Let me see.,A ver.
Let's chat.,Charlemos.
Let's chat.,Vamos a charlar.
Let's hide.,Escondámonos.
Let's kiss.,Besémonos.
Let's play.,Juguemos.
Let's pray.,Oremos.
Let's pray.,Recemos.
Let's quit.,Desistamos.
Let's quit.,Renunciemos.
Let's rest.,Descansemos.
Let's sing.,Cantemos.
Let's swim.,Nademos.
Let's talk.,Conversemos.
Let's vote.,Votemos.
Let's walk.,Caminemos.
Let's work.,Trabajemos.
Lift it up.,Levántalo.
Look again.,Mirá de nuevo.
Look again.,Mira de nuevo.
Look again.,Mire de nuevo.
Look again.,Miren de nuevo.
Look ahead.,Mirá hacia adelante.
Look ahead.,Mira hacia adelante.
Look ahead.,Mire hacia adelante.
Look ahead.,Miren hacia adelante.
Look at it.,Míralo.
Look at it.,Obsérvalo.
Look at it.,Contémplalo.
Look at it.,Miradlo.
Look at me.,Mírame.
Look at us.,Míranos.
Look at us.,Obsérvanos.
Look it up.,Búscalo.
Look it up.,Búsquenlo.
Look there.,Mira allí.
Love lasts.,El amor dura.
Mama cried.,Mamá lloró.
Night fell.,Caía la noche.
Night fell.,Anochecía.
No comment.,Sin comentarios.
No kidding?,¿En serio?
No problem!,¡No hay problema!
No problem!,¡Sin problemas!
No problem.,Ningún problema.
Nobody ran.,No corrió nadie.
Nobody ran.,Nadie corrió.
Nobody ran.,Nadie corría.
Nobody ran.,No corría nadie.
Now try it.,"Venga, inténtalo."
Once again.,De nuevo
People lie.,La gente miente.
Please sit.,"Por favor, siéntese."
Please sit.,"Por favor, siéntate."
Please sit.,"Por favor, sentaos."
Quiet down.,Baja la voz.
Replace it.,Reemplazadlo.
Row faster.,Rema más rápido.
Run faster.,Corre más rápido.
Run for it!,¡Huye!
Say cheese.,Di patata.
Say cheese.,Decid patata.
Say cheese.,Di güisqui.
Say cheese.,Decid güisqui.
Say cheese.,Sonría.
Say please.,"Di ""por favor""."
She is old.,Es vieja.
She smiled.,Sonrió.
She's busy.,Ella está ocupada.
Sing along.,Canta.
Smell this.,Huele esto.
Smell this.,Olé esto.
Smell this.,Huelan esto.
Smell this.,Oled esto.
Smell this.,Huela esto.
Stand back!,¡Retrocede!
Start here.,Empieza aquí.
Start over.,Empieza de nuevo.
Stay alert.,¡Mantente alerta!
Stay alert.,¡Permanece alerta!
Stay alert.,Mantente alerta.
Stay awake.,Mantente consciente.
Stay awake.,Mantente despierto.
Stay awake.,No te duermas.
Stay close.,Mantente cerca.
Stay close.,No te alejes de aquí.
Stay close.,Quédate a mi vera.
Stay sharp.,Mantente alerta.
Stay still.,No te muevas.
Stay still.,Quieto.
Stay there.,Quédate ahí.
Step aside.,Hazte a un lado.
Step on it!,¡Más rápido!
Stop lying.,Dejá de mentir.
Stop lying.,Dejá de bolacear.
Stop there.,Detente ahí.
Stop there.,Párate ahí.
Study hard.,Estudia harto.
Study more.,Estudiá más.
Take a bus.,Toma un bus.
Take a nap.,Toma una siesta.
Take cover!,¡Protégete!
Take notes.,Toma notas.
Take these.,Llévate estos de aquí.
Take these.,Quédate con estos.
Talk to me!,¡Háblame!
Talk to me!,¡Habla conmigo!
Talk to me!,¡Hablad conmigo!
Taste this.,Prueben esto.
Taste this.,Probá esto.
Taste this.,Prueba esto.
That a boy!,¡Ése es mi chico!
That a boy!,Buen chico.
That hurts.,Eso duele.
That works.,Eso funciona.
That'll do.,Eso valdrá.
That'll do.,Con eso vale.
That'll do.,Eso me vale.
That'll do.,Eso me sirve.
That's Tom.,Ése es Tom.
That's bad.,Eso es malo.
That's her.,Ésa es ella.
That's her.,Es ella.
That's him.,Ése es él.
That's his.,Eso le pertenece.
That's his.,Eso le pertenece a él.
That's new.,Es nuevo.
That's wet.,Está mojado.
They agree.,Están de acuerdo.
They cheat.,Engañaron.
They cheat.,Hicieron trampas.
They slept.,Durmieron.
They slept.,Dormían.
They stood.,Se mantuvieron.
They stood.,Se pusieron de pie.
They tried.,Lo intentaron.
They voted.,Ellos votaron.
They voted.,Votaron.
They're in.,Ellos están dentro.
They're in.,Ellas están dentro.
They're in.,Ellos se apuntan.
This is OK.,Esto está bien.
This is OK.,Esto está correcto.
This is it.,Hemos llegado.
This is it.,Este es el fin.
This is it.,Esto es todo.
This is it.,Éste es.
This works.,Esto funciona.
This works.,Esto trabaja.
This'll do.,Esto valdrá.
This'll do.,Con éste vale.
This'll do.,Esto me basta.
Time flies.,El tiempo vuela.
Time is up.,Se acabó el tiempo.
Tom agreed.,Tom convino aquiescente.
Tom agreed.,Tom estuvo de acuerdo.
Tom agrees.,Tomás está de acuerdo.
Tom ate it.,Tom lo comió.
Tom bit me.,Tom me mordió.
Tom burped.,Tomás eructó.
Tom called.,Tom llamó.
Tom cheats.,Tomás hace trampa.
Tom danced.,Tomás bailó.
Tom dances.,Tom baila.
Tom did it.,Tom lo hizo.
Tom drinks.,Tom bebe.
Tom drinks.,Tom toma.
Tom drives.,Tomás conduce.
Tom failed.,Tom reprobó.
Tom failed.,Tom fracasó.
Tom farted.,Tom ha soltado un pedo.
Tom farted.,Tom soltó un pedo.
Tom forgot.,A Tom se le olvidó.
Tom fought.,Tom peleó.
Tom fought.,Tom luchó.
Tom gasped.,Tom soltó un grito ahogado.
Tom gasped.,Tom se quedó sin aliento.
Tom gasped.,Tom dio un grito ahogado.
Tom goofed.,Tom metió la pata.
Tom got up.,Tom se levantó.
Tom helped.,Tom ayudó.
Tom hit me.,Tom me golpeó.
Tom is bad.,Tom es malo.
Tom is big.,Tom es grande.
Tom is fat.,Tom está gordo.
Tom is fun.,Tom es divertido.
Tom is ill.,Tom está malo.
Tom is mad.,Tom está loco.
Tom is new.,Tom es nuevo.
Tom is odd.,Tom es raro.
Tom is old.,Tom es viejo.
Tom is old.,Tomás está viejo.
Tom is out.,Tom ha salido.
Tom is sad.,Tom está triste.
Tom is shy.,Tom es tímido.
Tom is wet.,Tom está mojado.
Tom jumped.,Tom saltó.
Tom looked.,Tom miró.
Tom moaned.,Tom gimió.
Tom nodded.,Tom asintió.
Tom obeyed.,Tom obedeció.
Tom paused.,Tom se detuvo.
Tom phoned.,Tomás llamó por teléfono.
Tom phoned.,Tomás telefoneó.
Tom prayed.,Tom rezó.
Tom prayed.,Tom rezaba.
Tom rested.,Tom descansó.
Tom saw it.,Tom lo vio.
Tom saw me.,Tom me vio.
Tom saw us.,Tom nos vio.
Tom shaved.,Tom se afeitó.
Tom shaved.,Tom se rasuró.
Tom sighed.,Tom suspiró.
Tom smiled.,Tom sonrió.
Tom snores.,Tom ronca.
Tom stayed.,Tom se quedó.
Tom talked.,Tom charló.
Tom waited.,Tomás esperó.
Tom walked.,Tom caminó.
Tom was OK.,Tom estaba bien.
Tom winked.,Tom hizo un guiño.
Tom winked.,Tom lanzó un guiño.
Tom winked.,Tom guiñó el ojo.
Tom worked.,Tom trabajó.
Tom yawned.,Tom bostezó.
Tom yelled.,Tom gritó.
Tom'll cry.,Tom llorará.
Tom'll die.,Tom morirá.
Tom'll pay.,Tom pagará.
Tom's busy.,Tom está ocupado.
Tom's dead.,Tom ha muerto.
Tom's deaf.,Tom es sordo.
Tom's died.,Tom ha muerto.
Tom's fast.,Tom es rápido.
Tom's free.,Tom es libre.
Tom's glad.,Tom está contento.
Tom's gone.,Tom se ha ido.
Tom's here.,Tom está aquí.
Tom's home.,Tom está en casa.
Tom's hurt.,Tom está herido.
Tom's left.,Tom se ha marchado.
Tom's mean.,Tom es malo.
